,<DATE>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<TICKVOL>,<VOL>,<SPREAD>
2396,2022.08.25,0.6186,0.62511,0.61761,0.62156,43089,0,1
2397,2022.08.26,0.62157,0.62319,0.61331,0.61347,46499,0,1
2398,2022.08.29,0.61225,0.61672,0.61018,0.61502,46875,0,1
2399,2022.08.30,0.6149,0.61942,0.61206,0.61311,52706,0,1
2400,2022.08.31,0.61311,0.61546,0.61106,0.612,53386,0,1
2401,2022.09.01,0.61196,0.61196,0.60604,0.60799,54777,0,1
2402,2022.09.02,0.60798,0.61406,0.60503,0.61119,51478,0,1
2403,2022.09.05,0.60899,0.61077,0.60721,0.61037,35623,0,1
2404,2022.09.06,0.61038,0.61283,0.60303,0.60317,51376,0,1
2405,2022.09.07,0.60318,0.60808,0.59964,0.60716,54318,0,1
2406,2022.09.08,0.60716,0.60774,0.60312,0.60612,56469,0,1
2407,2022.09.09,0.60619,0.61523,0.60604,0.61027,46967,0,1
2408,2022.09.12,0.61138,0.61575,0.6097,0.61393,41420,0,1
2409,2022.09.13,0.61392,0.61611,0.59863,0.59957,46558,0,1
2410,2022.09.14,0.59957,0.60248,0.59763,0.60147,52407,0,1
2411,2022.09.15,0.60148,0.60238,0.59559,0.5959,44692,0,1
2412,2022.09.16,0.5959,0.59939,0.59402,0.59898,44689,0,1
2413,2022.09.19,0.59934,0.60017,0.59291,0.59606,37796,0,1
2414,2022.09.20,0.59606,0.59753,0.58853,0.58964,44571,0,1
2415,2022.09.21,0.58964,0.59106,0.58416,0.58428,57119,0,1
2416,2022.09.22,0.58428,0.58876,0.58039,0.58432,66127,0,1
2417,2022.09.23,0.58439,0.58561,0.57299,0.57436,64307,0,1
2418,2022.09.26,0.57467,0.57548,0.56248,0.56414,84731,0,1
2419,2022.09.27,0.56414,0.57217,0.56245,0.56251,64068,0,1
2420,2022.09.28,0.56252,0.57331,0.55645,0.57158,84899,0,1
2421,2022.09.29,0.57158,0.57504,0.5648,0.5734,75798,0,1
2422,2022.09.30,0.57343,0.57506,0.55907,0.55939,73104,0,1
2423,2022.10.03,0.56142,0.57309,0.5611,0.57156,57332,0,1
2424,2022.10.04,0.57157,0.57583,0.56802,0.57284,59810,0,1
2425,2022.10.05,0.57285,0.58053,0.56603,0.5746,60456,0,1
2426,2022.10.06,0.57461,0.58135,0.56397,0.56606,65421,0,1
2427,2022.10.07,0.56606,0.56733,0.55979,0.56032,59482,0,1
2428,2022.10.10,0.55931,0.56289,0.55443,0.55667,56287,0,1
2429,2022.10.11,0.55668,0.56568,0.55356,0.55892,75287,0,1
2430,2022.10.12,0.55892,0.56324,0.55598,0.56053,73072,0,1
2431,2022.10.13,0.56052,0.56547,0.5512,0.56411,68066,0,1
2432,2022.10.14,0.56411,0.56814,0.555,0.55582,74891,0,1
2433,2022.10.17,0.55647,0.56674,0.55509,0.56486,61988,0,1
2434,2022.10.18,0.56486,0.57193,0.56459,0.56949,67229,0,1
2435,2022.10.19,0.56949,0.57071,0.56498,0.56639,64194,0,1
2436,2022.10.20,0.5664,0.57416,0.56227,0.5669,68740,0,1
2437,2022.10.21,0.56691,0.57707,0.55994,0.57568,77322,0,1
2438,2022.10.24,0.57536,0.57899,0.56567,0.57065,86036,0,1
2439,2022.10.25,0.57064,0.57798,0.56723,0.57402,68092,0,1
2440,2022.10.26,0.57403,0.5845,0.57249,0.58196,79806,0,1
2441,2022.10.27,0.58196,0.58703,0.57881,0.58287,78083,0,1
2442,2022.10.28,0.58288,0.58732,0.57828,0.58131,69853,0,1
2443,2022.10.31,0.58007,0.58351,0.57744,0.58238,59956,0,1
2444,2022.11.01,0.58238,0.59025,0.58187,0.58463,74126,0,1
2445,2022.11.02,0.58467,0.59419,0.58017,0.5812,74939,0,1
2446,2022.11.03,0.5812,0.58383,0.57406,0.57673,73699,0,1
2447,2022.11.04,0.57674,0.59366,0.57558,0.59292,78008,0,1
2448,2022.11.07,0.58929,0.59455,0.58726,0.59386,72130,0,1
2449,2022.11.08,0.59386,0.59999,0.58989,0.59618,67977,0,1
2450,2022.11.09,0.5962,0.59623,0.5873,0.58848,76982,0,1
2451,2022.11.10,0.58848,0.60402,0.58403,0.60164,83569,0,1
2452,2022.11.11,0.60169,0.61295,0.59842,0.61171,81759,0,1
2453,2022.11.14,0.61011,0.61213,0.60614,0.6089,78268,0,1
2454,2022.11.15,0.6089,0.6203,0.60849,0.6164,94328,0,1
2455,2022.11.16,0.61642,0.61937,0.61285,0.61487,81856,0,1
2456,2022.11.17,0.61488,0.61678,0.6064,0.61261,74251,0,1
2457,2022.11.18,0.61261,0.62061,0.61261,0.61493,66725,0,1
2458,2022.11.21,0.61639,0.61643,0.60873,0.6097,68237,0,1
2459,2022.11.22,0.60971,0.61628,0.60952,0.61551,59122,0,1
2460,2022.11.23,0.61551,0.62534,0.61354,0.62523,61564,0,1
