,<DATE>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<TICKVOL>,<VOL>,<SPREAD>
312,2014.08.14,0.76926,0.77128,0.76788,0.76893,29421,0,22
313,2014.08.15,0.76893,0.76974,0.7656,0.76566,27288,0,22
314,2014.08.18,0.76603,0.76898,0.76579,0.76692,19967,0,22
315,2014.08.19,0.76692,0.76843,0.76414,0.76553,34507,0,22
316,2014.08.20,0.76553,0.76647,0.76222,0.76473,42508,0,22
317,2014.08.21,0.76473,0.76663,0.7629,0.76535,34092,0,22
318,2014.08.22,0.76535,0.76898,0.76473,0.7676,36060,0,15
319,2014.08.25,0.76578,0.76658,0.76135,0.76153,27444,0,22
320,2014.08.26,0.76156,0.7651,0.76122,0.76509,32785,0,22
321,2014.08.27,0.76509,0.76865,0.76455,0.76538,34382,0,22
322,2014.08.28,0.76541,0.76751,0.76533,0.76633,34879,0,3
323,2014.08.29,0.76634,0.76891,0.76482,0.76698,27866,0,3
324,2014.09.01,0.7675,0.77136,0.76744,0.77088,22918,0,22
325,2014.09.02,0.77088,0.77091,0.76286,0.763,37030,0,22
326,2014.09.03,0.76303,0.76583,0.76227,0.76374,39225,0,1
327,2014.09.04,0.76375,0.77507,0.76322,0.77177,53953,0,1
328,2014.09.05,0.77177,0.77588,0.77141,0.77508,42661,0,1
329,2014.09.08,0.77429,0.77609,0.77135,0.77414,44291,0,1
330,2014.09.09,0.77414,0.7748,0.76791,0.76977,50176,0,1
331,2014.09.10,0.76977,0.77364,0.76564,0.7677,50905,0,1
332,2014.09.11,0.7677,0.76999,0.76391,0.76593,50205,0,1
333,2014.09.12,0.7659,0.76653,0.7598,0.75993,42941,0,1
334,2014.09.15,0.7608,0.76573,0.75884,0.76478,40475,0,1
335,2014.09.16,0.76485,0.76611,0.76041,0.76395,112350,0,1
336,2014.09.17,0.76396,0.7657,0.75978,0.76304,56333,0,1
337,2014.09.18,0.76301,0.76436,0.75899,0.76145,48255,0,1
338,2014.09.19,0.76147,0.76625,0.75894,0.76143,47387,0,1
339,2014.09.22,0.76579,0.7666,0.7613,0.76239,61118,0,1
340,2014.09.23,0.76243,0.76442,0.75499,0.75889,51577,0,1
341,2014.09.24,0.75889,0.7641,0.75764,0.76251,48216,0,1
342,2014.09.25,0.76251,0.76318,0.7496,0.75215,65170,0,1
343,2014.09.26,0.75215,0.75284,0.74713,0.74798,48193,0,1
344,2014.09.29,0.74834,0.74878,0.73376,0.73859,59132,0,1
345,2014.09.30,0.7381,0.74692,0.73693,0.74572,60132,0,1
346,2014.10.01,0.74573,0.7506,0.74227,0.74398,66837,0,1
347,2014.10.02,0.74398,0.7552,0.7437,0.75281,72790,0,1
348,2014.10.03,0.75281,0.75404,0.74854,0.75137,51151,0,1
349,2014.10.06,0.74786,0.75336,0.74786,0.75117,51621,0,1
350,2014.10.07,0.75116,0.75449,0.74794,0.74875,66328,0,1
351,2014.10.08,0.74877,0.75322,0.74524,0.75217,69407,0,1
352,2014.10.09,0.75217,0.75561,0.74904,0.75005,75264,0,1
353,2014.10.10,0.75005,0.75099,0.74575,0.74794,59431,0,1
